number_of_words,number_of_characters,average_word_len,number_of_stop_words,number_of_tags,number_of_hash_tags,readability,number_of_digits,number_of_secure_links,number_of_unsecured_links,number_of_percent,number_of_exclamation_marks,number_of_question_marks,number_of_commas,number_of_points,number_of_male_terms,number_of_female_terms,number_of_emoji,number_of_tildes,number_of_dollars,number_of_circumflex_accents,number_of_ampersands,number_of_stars,number_of_parenthesis,number_of_minuses,number_of_underscores,number_of_equals,number_of_pluses,number_of_brackets,number_of_curly_brackets,number_of_vertical_bars,number_of_semicolons,number_of_colons,number_of_apostrophes,number_of_grave_accents,number_of_quotation_marks,number_of_slashes,number_of_less_grater_than_signs,author_class
22.04,137.6,5.102484908601089,6.87,1.38,0.4,-0.9766141560798545,2.02,0.23,0.23,0.04,0.2,0.07,0.74,1.01,1.74,0.25,0.76,0.0,0.02,0.0,0.06,0.0,0.11,0.2,0.06,0.0,0.0,0.02,0.0,0.0,0.08,1.26,0.15,0.0,0.16,0.7,0.0,2
22.44,135.92,4.878729325093691,7.31,1.14,0.27,-1.0015016042780722,1.62,0.36,0.36,0.03,0.05,0.06,0.59,1.3,1.87,0.31,0.7,0.0,0.05,0.0,0.02,0.0,0.02,0.25,0.05,0.0,0.02,0.0,0.0,0.01,0.02,1.38,0.27,0.0,0.19,1.11,0.0,2
20.28,127.26,5.0545103334593735,6.39,1.15,0.31,-1.5131471400394467,1.61,0.38,0.38,0.04,0.08,0.04,0.66,0.99,1.83,0.15,0.82,0.0,0.01,0.0,0.02,0.0,0.02,0.18,0.07,0.0,0.0,0.0,0.0,0.0,0.04,1.3,0.24,0.0,0.23,1.11,0.0,2
21.48,133.72,4.9265636023774455,6.99,1.37,0.61,-1.3457608938547487,1.37,0.37,0.38,0.01,0.1,0.1,0.69,1.23,1.61,0.22,0.895,0.0,0.04,0.0,0.06,0.02,0.07,0.19,0.08,0.0,0.04,0.0,0.0,0.0,0.1,1.31,0.2,0.0,0.11,1.12,0.0,2
22.17,133.77,4.918836007887607,7.67,1.37,0.21,-1.1634564276048707,1.1,0.3,0.3,0.03,0.11,0.1,0.51,1.17,1.74,0.2,0.725,0.02,0.02,0.0,0.06,0.0,0.04,0.18,0.09,0.0,0.01,0.0,0.0,0.0,0.06,1.31,0.31,0.0,0.11,0.92,0.0,2
18.97,115.59,4.963984414267575,6.47,1.18,0.47,-2.6618107011070116,1.45,0.78,0.78,0.01,0.28,0.11,0.11,1.51,1.32,0.24,0.65,0.0,0.0,0.0,0.03,0.02,0.08,0.34,0.15,0.02,0.0,0.0,0.0,0.0,0.04,1.28,0.45,0.0,0.21,2.14,0.0,2
19.19,118.43,5.025473842238637,6.18,1.26,0.71,-2.5164263157894737,1.69,0.74,0.74,0.01,0.33,0.17,0.31,1.08,1.36,0.23,0.64,0.0,0.0,0.0,0.02,0.0,0.07,0.19,0.16,0.0,0.0,0.0,0.0,0.0,0.02,1.22,0.45,0.0,0.22,1.97,0.0,2
20.13,123.35,4.957273869377293,6.6,1.07,0.85,-2.533934873323396,2.83,0.69,0.7,0.01,0.24,0.2,0.2,1.35,1.33,0.19,0.505,0.0,0.0,0.0,0.09,0.02,0.05,0.37,0.32,0.01,0.0,0.0,0.0,0.01,0.1,1.01,0.51,0.0,0.24,2.08,0.0,2
18.7,117.36,5.090576622690523,6.04,1.17,0.86,-2.6494064171122993,2.17,0.67,0.67,0.02,0.24,0.15,0.16,1.3,1.2,0.17,0.57,0.0,0.0,0.0,0.07,0.02,0.05,0.27,0.11,0.01,0.01,0.0,0.0,0.0,0.08,1.04,0.49,0.0,0.06,2.01,0.0,2
18.38,116.02,5.113630575489085,5.77,1.52,0.72,-2.7400807399347116,1.54,0.57,0.59,0.0,0.25,0.14,0.18,1.13,1.32,0.17,0.67,0.0,0.0,0.0,0.03,0.0,0.0,0.26,0.24,0.0,0.0,0.0,0.0,0.01,0.04,1.02,0.53,0.0,0.1,1.68,0.0,2
22.0,131.52,4.906100832984026,8.11,1.08,1.02,-2.059363636363635,1.81,0.54,0.54,0.01,0.46,0.2,0.17,1.58,1.64,0.27,0.655,0.0,0.0,0.0,0.01,0.0,0.03,0.31,0.09,0.0,0.0,0.0,0.0,0.01,0.01,0.75,0.27,0.0,0.02,1.63,0.0,2
18.04,113.54,5.317948826721927,6.17,1.01,0.74,-2.562825720620843,1.33,0.52,0.52,0.02,0.26,0.18,0.16,1.31,1.65,0.19,0.645,0.0,0.0,0.0,0.04,0.0,0.02,0.25,0.1,0.0,0.0,0.0,0.0,0.01,0.04,0.67,0.03,0.0,0.02,1.57,0.0,2
20.79,126.8,5.011709463854152,7.29,0.73,1.07,-2.004747522847522,1.22,0.62,0.62,0.01,0.21,0.12,0.2,1.52,1.6,0.19,0.725,0.0,0.0,0.0,0.0,0.09,0.05,0.25,0.07,0.01,0.0,0.0,0.0,0.01,0.01,0.91,0.08,0.0,0.05,1.87,0.0,2
26.28,158.96,5.035169004664876,9.61,1.22,0.99,0.11018934550989457,1.32,0.45,0.45,0.01,0.28,0.1,0.19,1.87,2.27,0.39,0.68,0.0,0.0,0.0,0.0,0.02,0.02,0.25,0.08,0.04,0.01,0.0,0.0,0.0,0.0,0.66,0.02,0.0,0.04,1.41,0.0,2
24.23,142.49,4.833541602655142,9.31,0.88,0.63,-1.543023895996697,1.22,0.48,0.48,0.02,0.44,0.29,0.31,2.03,1.96,0.34,0.69,0.0,0.0,0.0,0.0,0.02,0.07,0.24,0.11,0.01,0.01,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,1.53,0.0,2
18.56,102.56,4.423737595230406,6.94,0.81,0.25,-4.219056896551724,1.14,0.39,0.39,0.01,0.12,0.15,0.25,0.93,1.25,0.29,0.925,0.0,0.0,0.0,0.07,0.01,0.02,0.07,0.14,0.0,0.0,0.0,0.0,0.0,0.08,1.19,0.53,0.0,0.17,1.21,0.0,2
17.34,96.32,4.414332709355153,6.3,0.75,0.09,-4.662694117647058,1.22,0.37,0.37,0.0,0.04,0.09,0.17,1.27,1.23,0.23,0.84,0.0,0.01,0.0,0.04,0.0,0.03,0.04,0.28,0.03,0.0,0.0,0.01,0.0,0.04,1.1,0.52,0.0,0.09,1.21,0.0,2
16.19,91.51,4.539631736102228,5.3,0.78,0.13,-4.9830031500926495,1.59,0.51,0.51,0.0,0.31,0.03,0.31,1.08,1.06,0.29,0.995,0.0,0.02,0.0,0.04,0.0,0.03,0.05,0.19,0.0,0.0,0.02,0.01,0.0,0.04,1.19,0.38,0.0,0.06,1.76,0.0,2
15.53,87.89,4.589110950024301,5.09,0.69,0.06,-4.966783580167418,2.06,0.57,0.57,0.01,0.05,0.06,0.16,1.37,1.05,0.1,0.69,0.0,0.0,0.0,0.01,0.05,0.06,0.03,0.19,0.0,0.01,0.0,0.0,0.02,0.01,1.24,0.16,0.0,0.04,2.16,0.0,2
18.12,100.58,4.46713728940251,6.64,0.81,0.02,-4.107968211920529,2.03,0.41,0.41,0.0,0.04,0.01,0.21,1.46,1.53,0.36,0.745,0.0,0.01,0.0,0.02,0.02,0.05,0.02,0.3,0.0,0.0,0.03,0.0,0.0,0.03,1.27,0.11,0.0,0.04,1.51,0.0,2
18.3,102.37,4.567445418807978,6.71,0.83,0.08,-3.9328907103825124,2.04,0.58,0.58,0.0,0.01,0.03,0.16,1.3,1.42,0.23,0.785,0.0,0.0,0.0,0.03,0.04,0.02,0.01,0.16,0.0,0.0,0.0,0.0,0.0,0.04,1.35,0.18,0.0,0.08,2.06,0.0,2
20.22,112.64,4.434902308579455,7.31,1.02,0.1,-3.7125086053412453,1.34,0.39,0.4,0.02,0.1,0.07,0.25,1.13,1.89,0.57,1.23,0.0,0.0,0.0,0.01,0.0,0.05,0.04,0.39,0.0,0.0,0.0,0.0,0.0,0.03,1.66,0.21,0.0,0.16,1.17,0.0,2
18.85,103.86,4.391901730074329,7.08,1.0,0.04,-4.43871220159151,1.48,0.45,0.45,0.0,0.16,0.07,0.27,0.96,1.52,0.3,0.855,0.0,0.01,0.0,0.02,0.19,0.03,0.14,0.35,0.0,0.0,0.04,0.0,0.0,0.02,1.41,0.14,0.0,0.13,1.43,0.0,2
18.82,104.13,4.428962343336496,6.64,1.01,0.12,-4.569753666312433,1.49,0.41,0.41,0.0,0.03,0.07,0.36,1.05,1.41,0.25,1.09,0.0,0.02,0.0,0.02,0.08,0.05,0.09,0.32,0.0,0.0,0.04,0.02,0.0,0.02,1.42,0.26,0.0,0.04,1.2,0.0,2
18.33,102.05,4.479352118680927,6.57,0.95,0.05,-4.372778450627386,1.3,0.44,0.44,0.0,0.05,0.1,0.25,0.97,1.31,0.23,1.005,0.0,0.0,0.0,0.01,0.01,0.04,0.05,0.37,0.0,0.0,0.0,0.0,0.0,0.01,1.49,0.08,0.0,0.08,1.33,0.0,2
19.43,118.95,5.42325625733044,6.07,1.31,1.29,-2.631548584662891,1.46,0.26,0.26,0.0,0.72,0.03,0.37,0.89,1.17,0.34,0.91,0.0,0.0,0.0,0.29,0.02,0.02,0.06,0.13,0.0,0.12,0.0,0.0,0.0,0.3,1.0,0.09,0.0,0.0,0.71,0.0,2
19.13,110.84,5.339568284670481,6.31,1.29,0.57,-3.478385206481965,1.21,0.12,0.12,0.0,0.53,0.09,0.48,0.7,1.04,0.15,0.71,0.0,0.0,0.0,0.13,0.08,0.07,0.09,0.12,0.0,0.02,0.0,0.0,0.0,0.13,0.78,0.2,0.0,0.08,0.34,0.0,2
19.6,116.9,5.512357811984763,6.3,1.33,1.34,-3.0032448979591813,1.67,0.22,0.25,0.0,0.59,0.07,0.4,0.81,1.13,0.22,0.925,0.01,0.0,0.0,0.29,0.0,0.02,0.06,0.13,0.0,0.1,0.0,0.0,0.0,0.3,0.93,0.15,0.0,0.04,0.66,0.0,2
20.37,119.52,5.257613336196902,6.79,1.25,0.69,-2.9245414334806075,1.14,0.2,0.2,0.0,0.48,0.09,0.5,1.06,1.33,0.2,0.59,0.01,0.0,0.0,0.2,0.0,0.04,0.16,0.11,0.0,0.02,0.0,0.0,0.03,0.2,0.84,0.16,0.0,0.01,0.66,0.0,2
19.47,114.39,5.350904225196896,6.71,1.2,0.59,-2.820942424242425,1.47,0.19,0.19,0.02,0.31,0.13,0.55,1.02,1.69,0.24,0.44,0.03,0.0,0.0,0.21,0.0,0.13,0.08,0.14,0.0,0.0,0.0,0.0,0.0,0.21,0.7,0.12,0.0,0.06,0.62,0.0,2
24.65,141.18,4.9058615000331045,9.19,1.1,0.22,-1.2373519269776878,0.64,0.1,0.1,0.0,0.21,0.18,0.64,1.34,1.77,0.26,0.335,0.0,0.0,0.0,0.04,0.06,0.08,0.17,0.11,0.0,0.0,0.0,0.0,0.0,0.04,0.53,0.15,0.0,0.08,0.32,0.0,2
21.78,127.0,5.0959375066791,8.13,1.32,0.07,-2.1222462809917353,0.64,0.13,0.13,0.02,0.41,0.17,0.79,1.34,1.83,0.38,0.27,0.0,0.0,0.0,0.05,0.0,0.1,0.21,0.17,0.0,0.03,0.0,0.0,0.01,0.05,0.42,0.09,0.0,0.15,0.41,0.0,2
29.17,173.48,5.1775049136725535,12.24,2.29,0.01,0.9075889955433674,1.29,0.04,0.04,0.03,0.13,0.13,1.13,1.51,2.48,0.42,0.16,0.0,0.0,0.0,0.03,0.04,0.1,0.02,0.58,0.0,0.0,0.0,0.0,0.0,0.03,0.18,0.03,0.0,0.06,0.16,0.0,2
31.86,179.51,4.766615143235099,13.47,1.39,0.1,1.716881481481483,0.67,0.03,0.03,0.0,0.11,0.24,1.15,1.64,2.51,0.53,0.255,0.0,0.0,0.0,0.08,0.0,0.09,0.14,0.2,0.0,0.01,0.0,0.0,0.0,0.08,0.21,0.08,0.0,0.02,0.12,0.0,2
33.37,186.46,4.984883538154773,14.98,1.49,0.03,1.946985046448905,0.96,0.07,0.07,0.0,0.09,0.08,1.35,1.75,2.86,0.53,0.18,0.0,0.01,0.0,0.05,0.0,0.14,0.15,0.32,0.0,0.0,0.0,0.0,0.0,0.05,0.24,0.05,0.0,0.03,0.23,0.0,2
33.25,198.06,4.747452293804448,11.05,0.43,0.15,2.438191729323311,4.41,1.44,1.44,0.02,0.09,0.14,0.93,3.12,1.93,0.2,1.115,0.0,0.04,0.0,0.05,0.0,0.04,0.69,0.0,0.0,0.01,0.0,0.0,0.0,0.06,2.05,0.1,0.0,0.0,4.34,0.0,2
28.37,170.86,4.828192510122225,8.96,0.51,0.18,0.6526574198096604,3.74,1.7,1.7,0.02,0.03,0.17,0.61,2.66,1.34,0.18,1.3,0.0,0.0,0.0,0.03,0.0,0.14,0.34,0.04,0.0,0.0,0.02,0.0,0.0,0.03,2.4,0.18,0.0,0.04,5.11,0.0,2
34.63,206.54,4.749562247714998,11.4,0.41,0.13,3.0541348830493824,4.33,1.46,1.46,0.02,0.06,0.14,0.82,3.41,1.93,0.24,1.105,0.0,0.03,0.0,0.05,0.0,0.04,0.83,0.01,0.0,0.0,0.0,0.0,0.0,0.05,1.97,0.14,0.0,0.03,4.39,0.0,2
31.61,190.61,4.856243539849628,10.44,0.49,0.36,2.0611521354001887,4.24,1.68,1.68,0.01,0.07,0.28,0.62,2.92,1.62,0.21,1.265,0.0,0.03,0.0,0.01,0.0,0.12,0.53,0.03,0.0,0.0,0.0,0.0,0.0,0.01,2.31,0.16,0.0,0.0,5.03,0.0,2
37.66,226.72,4.8545829288773295,12.98,0.42,0.47,4.483539139670736,3.11,1.39,1.39,0.0,0.19,0.18,1.18,3.65,2.33,0.3,0.99,0.0,0.06,0.0,0.01,0.0,0.08,0.78,0.01,0.0,0.02,0.0,0.0,0.0,0.01,1.76,0.18,0.0,0.0,4.17,0.0,2
32.6,199.26,4.8847671241314385,10.69,0.82,0.43,2.962466257668712,3.96,1.48,1.48,0.0,0.15,0.21,0.67,2.49,1.96,0.29,1.22,0.0,0.01,0.0,0.17,0.0,0.08,0.4,0.03,0.0,0.0,0.0,0.0,0.0,0.18,2.08,0.28,0.0,0.04,4.45,0.0,2
28.56,177.25,4.953924166637107,9.19,0.75,0.41,1.4731899159663868,4.08,1.83,1.83,0.01,0.2,0.24,0.45,2.19,1.46,0.24,1.635,0.0,0.01,0.0,0.04,0.0,0.12,0.14,0.1,0.0,0.0,0.26,0.0,0.0,0.05,2.59,0.31,0.0,0.02,5.47,0.0,2
28.13,173.77,4.9355638790998135,9.19,0.88,0.37,1.3666936011375768,3.58,1.78,1.78,0.02,0.09,0.23,0.35,2.0,1.55,0.16,1.5,0.0,0.0,0.0,0.05,0.0,0.08,0.24,0.03,0.0,0.02,0.4,0.0,0.01,0.05,2.42,0.25,0.0,0.06,5.36,0.0,2
27.65,169.18,4.861415424223339,9.0,0.88,0.54,0.6646030741410485,3.75,1.67,1.67,0.03,0.26,0.22,0.31,2.12,1.39,0.27,1.63,0.0,0.0,0.0,0.0,0.0,0.02,0.11,0.07,0.0,0.0,0.22,0.0,0.0,0.01,2.28,0.3,0.0,0.06,5.05,0.0,2
31.31,191.8,4.921615196136408,10.61,0.61,0.28,2.609465953369533,3.61,1.67,1.67,0.0,0.13,0.28,0.59,2.53,1.59,0.16,1.36,0.0,0.0,0.0,0.03,0.0,0.12,0.36,0.0,0.0,0.01,0.2,0.0,0.0,0.04,2.34,0.29,0.0,0.04,5.03,0.0,2
12.66,76.05,5.547288331544929,4.3,1.24,0.0,-5.181351974723537,0.51,0.16,0.16,0.01,0.43,0.06,0.21,0.59,0.99,0.15,0.355,0.0,0.0,0.0,0.02,0.0,0.05,0.07,0.09,0.01,0.01,0.0,0.0,0.01,0.04,0.51,0.07,0.0,0.03,0.5,0.0,2
12.42,74.73,5.287521671704727,4.57,1.08,0.04,-5.14072495974235,0.67,0.19,0.19,0.01,0.24,0.04,0.29,0.59,1.03,0.18,0.445,0.0,0.01,0.0,0.01,0.0,0.03,0.04,0.11,0.0,0.0,0.0,0.0,0.0,0.01,0.57,0.24,0.0,0.1,0.6,0.0,2
12.49,76.58,5.659259503689993,4.35,1.22,0.14,-5.2865541232986395,0.88,0.31,0.32,0.01,0.35,0.05,0.24,0.61,0.96,0.18,0.48,0.0,0.0,0.0,0.02,0.02,0.1,0.06,0.09,0.0,0.0,0.0,0.0,0.0,0.02,0.74,0.21,0.0,0.02,0.93,0.0,2
12.54,74.3,5.250916619045688,4.06,1.01,0.05,-5.702749282296651,0.61,0.2,0.21,0.0,0.51,0.03,0.18,0.61,0.89,0.2,0.51,0.0,0.0,0.0,0.01,0.0,0.08,0.04,0.1,0.01,0.0,0.0,0.0,0.0,0.02,0.56,0.13,0.0,0.03,0.6,0.0,2
11.73,69.2,5.36080069907426,4.08,1.03,0.02,-6.045820034100597,0.48,0.17,0.17,0.0,0.29,0.07,0.22,0.62,0.86,0.15,0.505,0.0,0.0,0.0,0.01,0.02,0.05,0.05,0.07,0.0,0.01,0.0,0.0,0.0,0.03,0.45,0.11,0.0,0.11,0.54,0.0,2
13.56,81.22,5.272627166383732,4.81,1.08,0.09,-4.645257817109144,0.72,0.2,0.2,0.0,0.35,0.05,0.32,0.38,1.03,0.23,0.435,0.0,0.0,0.0,0.03,0.0,0.15,0.09,0.15,0.0,0.0,0.0,0.0,0.0,0.03,0.59,0.13,0.0,0.04,0.59,0.0,2
10.9,68.93,5.688325124592218,3.25,1.16,0.07,-5.460651376146789,0.61,0.22,0.22,0.0,0.5,0.05,0.38,0.65,0.81,0.22,0.42,0.0,0.0,0.0,0.03,0.0,0.08,0.04,0.15,0.0,0.02,0.0,0.0,0.01,0.04,0.54,0.14,0.0,0.02,0.7,0.0,2
12.72,77.89,5.330778950229762,4.37,1.2,0.06,-5.369294339622641,0.68,0.18,0.18,0.0,0.34,0.04,0.29,0.52,1.0,0.2,0.43,0.0,0.0,0.0,0.01,0.0,0.09,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.01,0.6,0.1,0.0,0.04,0.51,0.0,2
11.54,69.7,5.34682147303846,3.71,1.14,0.01,-5.772242287694974,0.5,0.14,0.14,0.0,0.26,0.03,0.26,0.59,0.91,0.2,0.33,0.0,0.0,0.0,0.02,0.04,0.05,0.05,0.08,0.0,0.0,0.0,0.0,0.0,0.03,0.4,0.16,0.0,0.03,0.41,0.0,2
11.41,69.68,5.540715043518337,3.96,1.09,0.0,-5.907146450482033,0.72,0.17,0.17,0.01,0.34,0.04,0.22,0.42,0.75,0.23,0.44,0.0,0.01,0.0,0.0,0.02,0.12,0.01,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.11,0.0,0.04,0.53,0.0,2
13.29,79.13,4.944733604151506,4.32,1.04,0.07,-5.6300753197893165,0.97,0.23,0.23,0.0,0.28,0.01,0.2,0.53,0.7,0.15,1.335,0.0,0.0,0.0,0.01,0.0,0.06,0.04,0.32,0.0,0.0,0.0,0.0,0.01,0.01,0.89,0.31,0.0,0.0,0.74,0.0,2
12.2,71.94,5.145218818416186,3.8,0.99,0.07,-6.702,0.84,0.23,0.25,0.0,0.23,0.01,0.22,0.43,0.79,0.12,1.26,0.0,0.0,0.0,0.02,0.0,0.04,0.03,0.33,0.0,0.0,0.0,0.0,0.0,0.02,0.72,0.27,0.0,0.02,0.64,0.0,2
13.01,80.78,5.276551162130745,3.81,1.2,0.05,-5.527629592621061,1.29,0.28,0.28,0.01,0.42,0.03,0.16,0.66,0.81,0.14,1.69,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.27,0.0,0.0,1.0,0.0,2
14.38,82.99,4.653568755189472,4.39,0.99,0.08,-5.575263143254521,1.16,0.34,0.35,0.0,0.11,0.07,0.14,0.61,0.86,0.15,1.545,0.0,0.0,0.0,0.04,0.0,0.02,0.03,0.47,0.0,0.0,0.0,0.0,0.0,0.04,1.11,0.36,0.0,0.04,1.12,0.0,2
15.06,83.92,4.560647911348139,5.17,0.92,0.02,-5.650066135458166,1.23,0.25,0.25,0.02,0.11,0.06,0.18,0.39,0.94,0.14,1.525,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.42,0.0,0.08,0.72,0.0,2
15.27,85.66,4.678261095158166,5.23,1.08,0.06,-5.593180681074001,1.05,0.31,0.31,0.01,0.04,0.01,0.18,0.37,0.86,0.2,1.34,0.0,0.0,0.0,0.03,0.0,0.02,0.02,0.4,0.0,0.0,0.0,0.0,0.0,0.03,1.08,0.36,0.0,0.02,0.98,0.0,2
13.17,77.06,5.009504188524373,4.05,1.15,0.03,-5.803586104783598,0.87,0.34,0.34,0.01,0.07,0.02,0.2,0.51,0.85,0.06,1.07,0.0,0.0,0.0,0.0,0.0,0.04,0.08,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.38,0.0,0.02,1.02,0.0,2
12.65,74.9,5.124433004547241,3.9,1.04,0.07,-5.983140316205532,1.2,0.4,0.4,0.0,0.19,0.11,0.2,0.62,0.84,0.05,1.2,0.0,0.0,0.0,0.01,0.0,0.0,0.04,0.25,0.0,0.0,0.0,0.0,0.0,0.01,0.96,0.3,0.0,0.02,1.21,0.0,2
13.03,75.6,4.919949101700478,3.92,1.06,0.04,-6.125184113584037,1.47,0.42,0.42,0.0,0.19,0.06,0.18,0.54,0.77,0.06,1.005,0.0,0.0,0.0,0.03,0.02,0.06,0.1,0.49,0.0,0.0,0.0,0.0,0.0,0.03,0.91,0.41,0.0,0.04,1.25,0.0,2
11.78,71.11,5.255022835179209,3.48,1.13,0.05,-6.638414601018676,0.98,0.26,0.26,0.01,0.81,0.08,0.1,0.28,0.59,0.11,1.465,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.39,0.0,0.0,0.78,0.0,2
16.54,97.45,4.697646169744491,5.38,0.5,0.74,-4.716183555018137,1.82,0.5,0.5,0.01,0.29,0.13,0.47,0.93,1.34,0.17,1.125,0.04,0.02,0.0,0.06,0.01,0.02,0.16,0.06,0.02,0.03,0.0,0.0,0.0,0.06,0.97,0.42,0.0,0.08,1.46,0.0,2
17.04,101.51,4.852273334007967,5.97,0.41,1.01,-4.78947042253521,2.04,0.63,0.63,0.0,0.5,0.21,0.59,1.05,1.51,0.13,1.2,0.02,0.03,0.0,0.02,0.01,0.08,0.19,0.08,0.0,0.0,0.0,0.0,0.0,0.03,0.9,0.4,0.0,0.04,1.9,0.0,2
15.63,96.13,5.1750125692001925,5.0,0.62,1.03,-4.511574472168904,1.42,0.58,0.58,0.0,0.22,0.22,0.57,0.95,1.46,0.2,0.985,0.08,0.0,0.0,0.03,0.01,0.02,0.15,0.09,0.02,0.02,0.0,0.0,0.0,0.03,0.91,0.45,0.0,0.02,1.68,0.0,2
17.75,110.11,5.12699269490026,5.92,1.06,0.91,-3.920908450704225,1.68,0.74,0.74,0.0,0.3,0.14,0.6,1.07,1.56,0.26,1.025,0.02,0.0,0.0,0.0,0.03,0.11,0.18,0.34,0.0,0.02,0.0,0.0,0.0,0.01,1.01,0.45,0.0,0.05,2.24,0.0,2
16.74,104.18,5.013429109713323,4.88,0.53,1.31,-4.1200618876941455,1.89,0.78,0.78,0.0,0.27,0.06,0.4,1.33,1.59,0.23,1.445,0.0,0.0,0.0,0.01,0.02,0.03,0.15,0.07,0.01,0.0,0.0,0.0,0.0,0.01,1.13,0.2,0.0,0.06,2.31,0.0,2
17.36,103.59,4.944169254505608,5.91,0.59,0.89,-4.4557751152073735,1.82,0.52,0.53,0.0,0.22,0.12,0.59,0.95,1.39,0.19,1.02,0.02,0.0,0.0,0.04,0.0,0.05,0.15,0.14,0.03,0.0,0.0,0.0,0.0,0.05,0.84,0.06,0.0,0.0,1.58,0.0,2
18.0,107.64,4.737078256388974,6.29,0.5,1.23,-4.151555555555554,1.52,0.59,0.59,0.0,0.14,0.17,0.56,1.23,1.54,0.18,1.005,0.02,0.01,0.0,0.07,0.02,0.08,0.16,0.08,0.02,0.03,0.0,0.0,0.0,0.08,0.93,0.03,0.0,0.0,1.76,0.0,2
17.67,106.46,5.041271964568154,5.72,0.6,0.93,-3.7503129032258045,1.39,0.53,0.53,0.03,0.17,0.16,0.47,1.06,1.47,0.29,1.245,0.04,0.0,0.0,0.04,0.01,0.04,0.22,0.05,0.01,0.0,0.0,0.0,0.0,0.04,1.03,0.16,0.0,0.08,1.6,0.0,2
18.83,109.11,4.640722997636983,6.7,0.67,0.56,-3.640352044609667,1.51,0.45,0.45,0.02,0.1,0.06,0.59,1.0,1.92,0.4,0.88,0.02,0.0,0.0,0.03,0.04,0.1,0.14,0.14,0.0,0.01,0.0,0.0,0.0,0.03,1.1,0.18,0.0,0.09,1.4,0.0,2
19.4,115.8,4.816514146396809,6.35,0.93,0.54,-3.249257731958764,1.48,0.23,0.23,0.02,0.24,0.16,0.54,0.88,1.66,0.25,1.115,0.0,0.01,0.0,0.1,0.03,0.04,0.11,0.03,0.0,0.0,0.0,0.0,0.0,0.12,0.97,0.22,0.0,0.03,0.75,0.0,2
20.97,123.41,4.720222897640744,7.26,1.02,0.16,-2.2572889365760602,1.39,0.26,0.26,0.03,0.13,0.12,0.58,1.39,1.84,0.32,0.695,0.0,0.04,0.0,0.02,0.0,0.09,0.12,0.12,0.0,0.0,0.04,0.0,0.0,0.03,1.27,0.18,0.0,0.13,0.82,0.0,2
21.96,128.66,4.640859188527088,7.8,1.01,0.26,-2.178787613843351,1.4,0.36,0.36,0.0,0.09,0.18,0.46,1.52,2.11,0.4,0.795,0.0,0.02,0.0,0.01,0.04,0.1,0.14,0.21,0.01,0.01,0.0,0.0,0.03,0.01,1.39,0.19,0.0,0.12,1.15,0.0,2
19.27,114.09,4.7415765439053015,6.64,0.91,0.12,-2.7778655422937213,1.36,0.36,0.36,0.0,0.07,0.18,0.43,1.29,1.64,0.22,0.705,0.0,0.02,0.0,0.0,0.03,0.07,0.18,0.11,0.0,0.01,0.0,0.0,0.0,0.01,1.21,0.19,0.0,0.08,1.05,0.0,2
22.08,126.97,4.623979478864774,8.12,1.07,0.11,-2.243836231884057,1.06,0.25,0.25,0.01,0.06,0.21,0.59,1.19,2.09,0.31,0.57,0.0,0.0,0.0,0.01,0.0,0.04,0.1,0.16,0.0,0.0,0.0,0.0,0.0,0.02,1.1,0.2,0.0,0.1,0.73,0.0,2
20.3,119.55,4.721296036468405,6.77,1.17,0.15,-2.8716206896551704,1.28,0.33,0.33,0.04,0.11,0.16,0.59,1.39,1.8,0.36,0.72,0.0,0.01,0.0,0.04,0.0,0.03,0.12,0.1,0.0,0.01,0.0,0.0,0.01,0.05,1.22,0.18,0.0,0.1,0.99,0.0,2
18.59,109.4,4.739519684650552,6.31,0.86,0.09,-3.287291070467994,0.93,0.38,0.39,0.0,0.07,0.18,0.35,1.48,1.54,0.28,0.64,0.0,0.06,0.0,0.01,0.01,0.17,0.1,0.14,0.0,0.0,0.0,0.0,0.0,0.02,1.16,0.15,0.0,0.09,1.19,0.0,2
18.26,106.3,4.619026231371936,6.15,0.99,0.08,-3.52500744797371,1.48,0.48,0.48,0.0,0.17,0.31,0.39,1.4,1.59,0.24,0.7,0.0,0.05,0.0,0.04,0.0,0.02,0.16,0.17,0.02,0.03,0.0,0.0,0.01,0.04,1.22,0.21,0.0,0.08,1.41,0.0,2
20.76,120.81,4.66402537624261,7.44,1.08,0.21,-2.485989210019266,1.24,0.18,0.18,0.03,0.19,0.12,0.56,1.16,1.98,0.39,0.585,0.0,0.0,0.0,0.03,0.0,0.05,0.11,0.15,0.0,0.0,0.0,0.0,0.0,0.04,0.99,0.17,0.0,0.11,0.58,0.0,2
