number_of_words,number_of_characters,average_word_len,number_of_stop_words,number_of_tags,number_of_hash_tags,readability,number_of_digits,number_of_secure_links,number_of_unsecured_links,number_of_percent,number_of_exclamation_marks,number_of_question_marks,number_of_commas,number_of_points,number_of_male_terms,number_of_female_terms,number_of_emoji,number_of_tildes,number_of_dollars,number_of_circumflex_accents,number_of_ampersands,number_of_stars,number_of_parenthesis,number_of_minuses,number_of_underscores,number_of_equals,number_of_pluses,number_of_brackets,number_of_curly_brackets,number_of_vertical_bars,number_of_semicolons,number_of_colons,number_of_apostrophes,number_of_grave_accents,number_of_quotation_marks,number_of_slashes,number_of_less_grater_than_signs,number_of_words_in_bot_popular_words,number_of_words_in_human_popular_words,number_of_different_words,author_class
14.12,78.4,4.417574662164831,4.8,0.0,0.0,-6.163794900849858,0.86,0.0,0.47,0.0,0.14,0.05,0.28,1.12,1.18,0.18,0.25,0.0,0.0,0.0,0.09,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.5,0.21,0.0,0.0,1.41,0.0,2.78,3.47,0.43059490084985835,0
14.69,82.78,4.517957563508937,4.78,0.0,0.0,-5.844562355343772,1.28,0.0,0.47,0.0,0.17,0.06,0.44,1.07,1.29,0.11,0.26,0.0,0.02,0.0,0.02,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.52,0.28,0.0,0.02,1.41,0.0,2.53,3.59,0.4499659632402995,0
14.74,83.95,4.537029491448884,4.73,0.0,0.0,-5.358360651289008,0.83,0.0,0.46,0.0,0.15,0.06,0.38,0.99,1.33,0.12,0.26,0.0,0.0,0.0,0.06,0.0,0.02,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.52,0.23,0.0,0.03,1.38,0.0,2.83,3.57,0.46132971506105835,0
14.41,81.03,4.476331552714219,4.94,0.0,0.0,-5.441716932685633,0.73,0.0,0.45,0.0,0.1,0.03,0.23,1.13,1.11,0.12,0.245,0.0,0.0,0.0,0.06,0.0,0.03,0.76,0.0,0.0,0.0,0.02,0.0,0.0,0.09,0.49,0.23,0.0,0.07,1.35,0.0,2.47,3.67,0.4489937543372658,0
14.84,82.72,4.441297124167765,5.33,0.0,0.0,-5.747143935309971,0.84,0.0,0.4,0.0,0.13,0.05,0.27,1.24,1.27,0.11,0.215,0.0,0.01,0.0,0.07,0.04,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.43,0.29,0.0,0.02,1.21,0.0,2.4,3.97,0.42183288409703507,0
14.53,81.76,4.477188975821419,4.87,0.0,0.0,-5.554132759807295,0.95,0.01,0.46,0.0,0.14,0.05,0.55,1.02,1.31,0.11,0.25,0.0,0.0,0.0,0.05,0.03,0.02,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.5,0.31,0.0,0.04,1.38,0.0,2.65,3.38,0.4439091534755678,0
14.37,80.47,4.47796861498009,4.77,0.0,0.0,-5.806020111343075,1.02,0.0,0.5,0.0,0.16,0.04,0.25,1.05,1.35,0.1,0.285,0.0,0.01,0.0,0.06,0.0,0.05,0.62,0.0,0.0,0.0,0.01,0.0,0.0,0.09,0.57,0.3,0.0,0.07,1.5,0.0,2.82,3.19,0.4488517745302714,0
13.81,78.68,4.556633666764923,4.25,0.0,0.0,-5.641319406227371,0.84,0.0,0.54,0.0,0.18,0.06,0.25,1.01,1.23,0.14,0.29,0.0,0.0,0.0,0.08,0.0,0.06,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.58,0.18,0.0,0.02,1.62,0.0,2.93,3.13,0.4525706010137581,0
13.82,78.93,4.579120582218444,4.36,0.0,0.0,-5.9395632416787265,0.97,0.0,0.47,0.01,0.21,0.03,0.23,1.06,1.08,0.11,0.265,0.0,0.01,0.0,0.06,0.0,0.04,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.53,0.25,0.0,0.02,1.41,0.0,2.62,3.0,0.467438494934877,0
13.82,78.18,4.507370236577933,4.7,0.0,0.0,-6.118868596237338,0.83,0.0,0.46,0.0,0.3,0.03,0.31,1.08,1.3,0.1,0.265,0.0,0.01,0.0,0.07,0.0,0.05,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.53,0.2,0.0,0.04,1.38,0.0,2.51,3.46,0.459479015918958,0
14.37,80.99,4.485573899362332,4.96,0.0,0.0,-6.003097355601948,0.88,0.0,0.41,0.0,0.21,0.07,0.29,1.13,1.32,0.14,0.25,0.0,0.0,0.0,0.07,0.0,0.02,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.5,0.28,0.0,0.08,1.23,0.0,2.34,3.5,0.4453723034098817,0
14.52,81.44,4.391019306214891,4.74,0.0,0.0,-5.831332231404957,0.9,0.0,0.49,0.0,0.18,0.08,0.4,1.01,1.27,0.16,0.265,0.0,0.0,0.0,0.06,0.0,0.02,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.53,0.24,0.0,0.03,1.47,0.0,2.74,3.38,0.4414600550964187,0
14.16,79.43,4.45848294668016,4.7,0.0,0.0,-5.817599999999999,0.79,0.0,0.42,0.0,0.18,0.08,0.34,1.05,1.38,0.12,0.23,0.0,0.0,0.0,0.05,0.0,0.04,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.46,0.41,0.0,0.08,1.27,0.0,2.36,3.95,0.452683615819209,0
23.47,145.26,4.676485834340486,4.47,0.01,0.01,-1.7156944610140599,5.79,3.0,3.0,0.0,0.0,0.0,0.01,3.19,0.23,0.04,3.0,0.0,0.12,0.0,0.0,0.0,0.6,1.26,0.29,0.0,0.36,0.1,0.0,0.0,0.0,6.0,0.01,0.0,0.0,9.0,0.0,6.08,1.37,0.2684277801448658,0
16.15,84.58,4.016710837402311,6.36,0.0,0.15,-6.244688854489164,0.35,0.0,0.15,0.0,0.1,0.21,0.66,1.45,1.22,0.26,0.115,0.0,0.0,0.0,0.12,0.0,0.82,0.19,0.0,0.0,0.0,0.0,0.0,0.04,0.12,0.23,0.44,0.0,0.15,0.45,0.0,1.51,5.64,0.2854489164086687,0
16.44,86.48,4.070242948684081,6.73,0.0,0.04,-6.120735766423357,0.12,0.0,0.04,0.0,0.04,0.07,0.67,1.61,1.24,0.32,0.065,0.0,0.0,0.0,0.05,0.0,0.96,0.09,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.13,0.62,0.0,0.04,0.12,0.0,1.02,5.92,0.32116788321167883,0
17.0,88.51,4.020849924926633,7.17,0.0,0.01,-5.996117647058824,0.17,0.0,0.09,0.0,0.05,0.14,0.79,1.43,1.1,0.22,0.075,0.0,0.0,0.0,0.13,0.0,0.97,0.08,0.0,0.0,0.0,0.0,0.0,0.02,0.13,0.15,0.58,0.0,0.0,0.27,0.0,1.16,6.73,0.2911764705882353,0
16.55,87.29,4.114894552622612,6.87,0.03,0.04,-5.898521148036252,0.14,0.0,0.06,0.0,0.04,0.14,0.67,1.35,1.45,0.22,0.1,0.0,0.0,0.0,0.11,0.0,0.78,0.01,0.0,0.0,0.0,0.0,0.0,0.05,0.11,0.2,0.57,0.0,0.03,0.18,0.0,1.05,6.18,0.31057401812688823,0
15.93,83.01,4.127899161662009,6.54,0.0,0.08,-6.095818518518518,0.26,0.01,0.13,0.0,0.02,0.14,0.6,1.48,1.07,0.28,0.135,0.0,0.0,0.0,0.04,0.0,0.94,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.27,0.54,0.0,0.02,0.39,0.0,1.28,6.05,0.30947897049591966,0
16.02,82.53,3.9949727924609495,6.8,0.0,0.0,-6.476906616729089,0.27,0.0,0.11,0.0,0.04,0.08,0.64,1.54,1.15,0.14,0.16,0.0,0.0,0.0,0.0,0.0,0.71,0.03,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.32,0.56,0.0,0.0,0.33,0.0,1.22,5.95,0.2833957553058677,0
16.59,88.2,4.158287088062872,6.65,0.0,0.0,-5.741358710066304,0.43,0.0,0.13,0.0,0.02,0.16,0.68,1.6,1.37,0.26,0.165,0.0,0.0,0.0,0.02,0.0,1.02,0.02,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.33,0.54,0.0,0.0,0.39,0.0,1.21,5.88,0.31464737793851716,0
17.2,89.25,4.051488295140713,7.33,0.0,0.0,-5.993744186046511,0.14,0.0,0.05,0.0,0.01,0.12,0.65,1.66,1.42,0.34,0.11,0.0,0.0,0.0,0.03,0.0,0.96,0.02,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.22,0.66,0.0,0.04,0.15,0.0,1.04,6.66,0.2866279069767442,0
16.61,86.76,4.113403369349469,6.78,0.0,0.01,-6.064417880794702,0.08,0.0,0.04,0.0,0.01,0.18,0.69,1.45,1.27,0.26,0.085,0.0,0.0,0.0,0.02,0.0,0.89,0.1,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.17,0.67,0.0,0.1,0.12,0.0,1.05,6.56,0.2937989163154726,0
15.09,81.73,4.243215894635047,6.02,0.0,0.0,-6.09217634194831,0.14,0.0,0.07,0.0,0.01,0.08,0.69,1.47,0.87,0.18,0.11,0.0,0.0,0.0,0.01,0.0,0.88,0.01,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.22,0.61,0.0,0.23,0.21,0.0,1.17,5.13,0.31610337972166996,0
16.37,93.28,4.55419110275689,4.51,0.3,0.0,-3.986885094685398,5.41,0.23,0.23,1.01,0.0,0.0,0.98,2.47,0.8,0.22,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.72,0.0,0.36,0.69,0.0,1.62,3.64,0.08124618204031765,0
17.54,98.7,4.490226608187132,4.59,0.29,0.0,-3.845067046750284,6.41,0.29,0.29,1.2,0.0,0.0,1.03,2.78,0.79,0.22,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.69,0.0,0.4,0.87,0.0,1.79,3.89,0.07297605473204105,0
16.65,94.48,4.53765580618212,4.5,0.29,0.0,-3.9725360360360362,5.59,0.24,0.24,1.06,0.0,0.0,1.0,2.57,0.79,0.2,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.74,0.0,0.36,0.72,0.0,1.64,3.64,0.07867867867867868,0
17.53,98.24,4.471385031205464,4.32,0.26,0.0,-4.000989674843126,6.45,0.28,0.28,1.38,0.0,0.0,1.14,2.79,0.76,0.2,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.68,0.0,0.32,0.84,0.0,1.55,3.62,0.0764403879064461,0
17.23,96.81,4.485258771929824,4.46,0.28,0.0,-3.973608183401044,6.13,0.26,0.26,1.22,0.0,0.0,1.07,2.72,0.78,0.21,0.265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.7,0.0,0.34,0.78,0.0,1.63,3.68,0.0742890307603018,0
16.92,95.47,4.503501560273231,4.58,0.3,0.0,-3.9768973995271857,5.81,0.24,0.24,1.11,0.0,0.0,1.02,2.59,0.81,0.22,0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.7,0.0,0.34,0.72,0.0,1.62,3.75,0.08628841607565012,0
17.29,97.25,4.493028404344191,4.43,0.29,0.0,-3.946726489300172,6.17,0.25,0.25,1.3,0.0,0.0,1.1,2.68,0.77,0.21,0.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.69,0.0,0.3,0.75,0.0,1.59,3.71,0.07750144592249855,0
16.92,95.53,4.5096203007518785,4.41,0.27,0.0,-3.9978193853427886,5.81,0.26,0.26,1.16,0.0,0.0,1.04,2.68,0.78,0.19,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.73,0.0,0.36,0.78,0.0,1.62,3.61,0.0797872340425532,0
17.48,97.84,4.461385756056806,4.54,0.27,0.0,-3.939390389016017,6.34,0.29,0.29,1.19,0.0,0.0,1.04,2.81,0.79,0.21,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.7,0.0,0.4,0.87,0.0,1.78,3.81,0.07780320366132723,0
15.98,91.6,4.578353285173719,4.59,0.28,0.0,-3.9894645807259064,5.05,0.21,0.21,0.85,0.0,0.0,0.91,2.4,0.84,0.2,0.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.78,0.0,0.38,0.63,0.0,1.55,3.53,0.08322903629536921,0
45.36,295.2,5.277481871492442,11.12,0.0,0.0,9.740743915343916,5.57,1.94,1.94,0.0,0.0,0.04,1.51,3.03,1.94,0.2,2.015,0.01,0.08,0.0,0.13,0.73,0.55,0.5,0.01,0.0,0.04,0.02,0.0,0.05,0.13,4.03,0.39,0.0,0.04,6.09,0.0,12.79,6.09,0.27843915343915343,0
46.0,294.51,5.213129074183076,12.01,0.0,0.0,9.637782608695655,4.27,2.02,2.02,0.0,0.0,0.03,1.38,2.93,1.73,0.28,1.805,0.0,0.09,0.0,0.04,0.6,0.5,0.75,0.0,0.0,0.04,0.0,0.0,0.07,0.06,3.61,0.39,0.0,0.04,6.28,0.0,11.14,6.79,0.26804347826086955,0
47.1,292.9,5.07102883198511,12.88,0.0,0.0,9.595942675159236,4.8,1.95,1.95,0.01,0.01,0.0,1.37,3.1,2.03,0.09,1.77,0.0,0.05,0.0,0.07,0.37,0.21,0.53,0.01,0.0,0.01,0.02,0.0,0.03,0.11,3.54,0.55,0.0,0.11,6.05,0.0,10.0,7.65,0.2592356687898089,0
46.57,293.89,5.137627574213351,12.39,0.0,0.0,9.621387395318877,5.07,2.03,2.03,0.0,0.03,0.03,1.45,3.21,1.84,0.29,1.8,0.0,0.19,0.0,0.13,0.26,0.45,0.66,0.0,0.0,0.0,0.02,0.0,0.01,0.13,3.6,0.37,0.0,0.18,6.35,0.0,10.07,7.06,0.2830148164054112,0
45.63,295.35,5.277263093648824,11.15,0.0,0.0,9.513786785009863,5.28,2.02,2.02,0.01,0.0,0.03,1.65,2.77,1.78,0.23,1.75,0.0,0.13,0.0,0.13,0.5,0.31,0.62,0.0,0.0,0.0,0.0,0.0,0.03,0.19,3.5,0.45,0.0,0.08,6.37,0.0,10.57,5.97,0.28139381985535833,0
47.02,289.97,5.020336394420457,12.34,0.0,0.0,9.08195567843471,4.99,1.99,1.99,0.01,0.0,0.02,1.49,3.03,1.98,0.1,1.625,0.0,0.22,0.0,0.07,0.22,0.34,0.77,0.0,0.0,0.03,0.02,0.0,0.0,0.07,3.25,0.83,0.0,0.04,5.99,0.0,8.25,7.43,0.2543598468736708,0
46.23,293.83,5.176792172335688,11.76,0.0,0.0,9.73716917585983,5.3,2.04,2.04,0.02,0.03,0.0,1.37,2.93,1.82,0.15,1.805,0.0,0.16,0.0,0.1,0.96,0.37,0.67,0.0,0.0,0.0,0.02,0.0,0.02,0.1,3.61,0.47,0.0,0.08,6.42,0.0,11.29,6.73,0.28228423101881894,0
46.73,293.07,5.1074194609092025,12.51,0.0,0.0,9.073818339396531,4.86,2.03,2.03,0.0,0.01,0.02,1.65,3.11,1.85,0.12,1.71,0.0,0.18,0.0,0.02,0.66,0.19,0.82,0.0,0.0,0.0,0.12,0.0,0.01,0.03,3.42,0.32,0.0,0.08,6.24,0.0,9.07,7.23,0.2839717526214423,0
46.44,296.24,5.176870108718982,11.64,0.01,0.0,9.869920413436692,5.59,1.96,1.96,0.01,0.01,0.06,1.59,3.09,1.87,0.15,1.83,0.0,0.14,0.0,0.1,0.59,0.25,0.46,0.01,0.0,0.02,0.1,0.0,0.07,0.11,3.66,0.54,0.0,0.06,6.14,0.0,11.98,7.13,0.2762704565030146,0
46.59,295.0,5.160883301022843,12.16,0.0,0.0,9.504590233955785,4.91,2.07,2.07,0.0,0.0,0.03,1.42,2.95,1.68,0.21,1.88,0.0,0.17,0.0,0.09,0.52,0.28,0.59,0.0,0.0,0.0,0.02,0.0,0.02,0.09,3.76,0.67,0.0,0.02,6.36,0.0,10.14,7.48,0.2775273663876368,0
4.61,19.03,3.27270238095238,0.0,0.0,0.19,-12.333097830802602,0.09,0.0,0.0,0.0,0.01,0.11,0.09,0.03,0.23,0.06,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.07,0.0,0.0,0.0,0.0,0.17,1.42,0.3318872017353579,0
16.96,101.67,4.755270219966764,3.48,0.0,0.0,-4.467109433962262,4.17,2.0,2.0,0.0,0.06,0.03,0.12,2.07,0.47,0.06,1.12,0.0,0.0,0.0,0.01,0.0,0.06,0.07,0.0,0.0,0.0,0.0,0.0,0.12,0.01,2.24,0.0,0.0,0.0,6.08,0.0,4.44,1.8,0.3891509433962264,0
14.58,81.38,4.458858261848654,4.98,0.0,0.0,-5.946186831275719,0.89,0.0,0.51,0.0,0.13,0.06,0.22,1.05,1.37,0.15,0.265,0.0,0.0,0.0,0.11,0.0,0.02,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.53,0.33,0.0,0.02,1.53,0.0,2.81,3.75,0.4286694101508916,0
14.18,78.98,4.402862023159379,4.79,0.0,0.0,-6.123692806770098,0.82,0.01,0.43,0.0,0.19,0.08,0.32,1.07,1.33,0.16,0.265,0.0,0.0,0.0,0.08,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.53,0.28,0.0,0.04,1.29,0.0,2.41,3.59,0.44569816643159377,0
13.87,78.27,4.463191624375803,4.59,0.0,0.0,-6.020498125450612,0.82,0.0,0.43,0.0,0.16,0.04,0.34,1.02,1.01,0.14,0.24,0.0,0.0,0.0,0.05,0.0,0.01,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.48,0.23,0.0,0.0,1.3,0.0,2.34,3.44,0.4671953857245854,0
13.92,80.04,4.573499246473628,4.2,0.0,0.0,-5.61752183908046,0.84,0.0,0.55,0.0,0.33,0.07,0.23,0.96,1.26,0.12,0.335,0.0,0.0,0.0,0.02,0.0,0.01,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.67,0.19,0.0,0.13,1.65,0.0,2.7,3.04,0.47701149425287354,0
15.07,83.89,4.405916654052341,5.04,0.0,0.0,-5.672354943596549,0.97,0.0,0.54,0.0,0.16,0.08,0.33,1.24,1.52,0.25,0.325,0.0,0.0,0.0,0.1,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.65,0.4,0.0,0.02,1.62,0.0,2.81,3.61,0.4306569343065693,0
14.48,80.62,4.394595604364229,5.0,0.0,0.0,-5.990451933701657,0.71,0.0,0.4,0.0,0.13,0.04,0.34,1.16,1.3,0.17,0.245,0.0,0.0,0.0,0.06,0.0,0.01,0.84,0.0,0.0,0.0,0.02,0.0,0.0,0.12,0.49,0.47,0.0,0.01,1.2,0.0,2.63,3.54,0.44267955801104975,0
14.82,82.93,4.465772259059275,5.0,0.0,0.0,-5.868904453441294,0.94,0.0,0.49,0.0,0.18,0.07,0.3,1.14,1.34,0.1,0.27,0.0,0.0,0.0,0.06,0.0,0.0,0.69,0.0,0.0,0.0,0.01,0.0,0.0,0.06,0.54,0.18,0.0,0.04,1.47,0.0,2.77,3.58,0.43454790823211875,0
14.09,78.59,4.446561509324071,4.54,0.0,0.0,-6.041528814762241,0.94,0.0,0.53,0.0,0.13,0.1,0.32,1.06,1.26,0.08,0.295,0.0,0.0,0.0,0.03,0.0,0.02,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.59,0.25,0.0,0.05,1.59,0.0,2.82,3.45,0.4350603264726757,0
14.74,82.19,4.463494731366382,5.01,0.0,0.0,-5.862702578018995,0.93,0.0,0.44,0.0,0.15,0.05,0.28,1.04,1.65,0.17,0.23,0.0,0.0,0.0,0.09,0.0,0.02,0.79,0.0,0.0,0.0,0.01,0.0,0.0,0.11,0.46,0.27,0.0,0.04,1.32,0.0,2.44,3.88,0.43283582089552236,0
15.51,85.78,4.418216530460493,5.6,0.0,0.0,-5.836006511927788,0.7,0.0,0.36,0.0,0.08,0.11,0.36,1.17,1.48,0.19,0.21,0.0,0.0,0.0,0.09,0.0,0.07,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.42,0.22,0.0,0.03,1.08,0.0,2.29,4.17,0.44938749194068345,0
11.25,62.88,4.544310756894278,4.19,0.0,0.0,-6.4615222222222215,1.69,0.0,0.0,0.0,0.0,0.0,0.11,0.95,1.24,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.74,3.2,0.5155555555555555,0
11.8,66.46,4.759951286239994,4.26,0.0,0.0,-5.757999999999999,0.77,0.0,0.0,0.0,0.0,0.0,0.0,1.07,1.26,0.13,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.12,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.54,3.25,0.5203389830508475,0
12.33,67.82,4.492831168222304,4.88,0.0,0.0,-5.622986942416869,1.01,0.0,0.0,0.0,0.0,0.0,0.0,1.08,1.26,0.21,0.005,0.0,0.01,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.66,3.78,0.48905109489051096,0
11.06,62.43,4.67548134817128,4.06,0.0,0.0,-5.814032188065099,0.95,0.0,0.0,0.01,0.0,0.0,0.0,1.07,1.11,0.14,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,3.24,0.5180831826401446,0
12.2,67.83,4.592792684789622,4.84,0.0,0.0,-5.531672131147541,0.77,0.0,0.0,0.0,0.0,0.0,0.0,1.04,1.27,0.24,0.0,0.0,0.02,0.0,0.01,0.0,0.0,0.1,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.54,3.93,0.4860655737704918,0
12.74,79.04,4.876283946961191,3.45,0.06,2.32,-5.6754031397174245,1.73,1.0,1.0,0.0,0.13,0.14,0.06,1.45,0.67,0.07,0.51,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,1.02,0.01,0.0,0.0,3.0,0.0,3.12,1.89,0.336734693877551,0
12.15,77.77,5.265202090822835,3.36,0.43,1.72,-5.344833333333334,1.48,0.85,0.85,0.0,0.2,0.17,0.03,1.19,0.49,0.07,0.465,0.0,0.0,0.0,0.0,0.04,0.01,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,2.55,0.0,2.28,2.3,0.3662551440329218,0
13.8,86.46,4.995153496486314,4.2,0.25,2.04,-4.855246376811593,2.1,0.95,0.95,0.02,0.25,0.3,0.03,1.49,0.64,0.08,0.54,0.0,0.0,0.0,0.02,0.0,0.01,0.32,0.08,0.0,0.0,0.0,0.0,0.0,0.03,1.0,0.01,0.0,0.0,2.85,0.0,2.66,2.94,0.3442028985507246,0
12.91,82.42,5.1480811604116585,3.81,0.14,1.72,-5.208082184353213,2.06,0.98,0.98,0.0,0.19,0.24,0.05,1.43,0.58,0.02,0.52,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.01,1.04,0.01,0.0,0.0,2.95,0.0,2.65,2.48,0.36638264910921764,0
11.89,74.41,5.093419854612192,3.06,0.02,1.07,-5.008240622371741,1.96,1.0,1.0,0.0,0.05,0.24,0.1,1.16,0.62,0.06,0.53,0.0,0.04,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.04,0.0,0.0,3.0,0.0,2.8,1.84,0.36248948696383515,0
15.26,91.96,5.0002382716567775,5.31,0.0,0.0,-3.112256618610747,0.12,0.0,0.03,0.0,0.0,0.0,0.56,1.4,1.81,0.17,0.515,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.03,0.36,0.0,0.04,0.09,0.0,3.79,3.81,0.35517693315858456,0
15.38,90.15,4.806045047330513,5.41,0.01,0.01,-3.9219690507152123,0.08,0.0,0.03,0.0,0.0,0.02,0.59,1.52,1.8,0.14,0.505,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.37,0.0,0.14,0.09,0.0,3.74,4.07,0.3439531859557867,0
16.48,99.03,5.005474988916052,5.67,0.0,0.01,-2.797387378640778,0.03,0.02,0.03,0.0,0.0,0.0,0.65,1.42,1.79,0.08,0.515,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,1.03,0.43,0.0,0.06,0.09,0.0,3.85,3.95,0.3452669902912621,0
15.85,93.69,4.930720098285003,5.57,0.0,0.0,-3.3707712933753946,0.06,0.0,0.03,0.0,0.0,0.01,0.49,1.53,1.92,0.2,0.515,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.03,0.42,0.0,0.0,0.09,0.0,3.76,4.04,0.3324921135646688,0
15.76,94.47,4.944278367936337,5.57,0.02,0.0,-3.2590822335025376,0.11,0.0,0.01,0.0,0.0,0.01,0.7,1.46,1.68,0.13,0.505,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.36,0.0,0.08,0.03,0.0,3.82,3.99,0.3489847715736041,0
16.64,98.03,4.877015581307885,5.9,0.01,0.0,-3.1365778846153844,0.15,0.08,0.08,0.0,0.0,0.01,0.6,1.5,1.82,0.12,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.53,0.0,0.08,0.23,0.0,3.82,4.42,0.34615384615384615,0
16.56,98.89,4.912977559053098,5.84,0.06,0.04,-2.975078260869566,0.06,0.03,0.03,0.0,0.01,0.01,0.55,1.54,1.91,0.19,0.505,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.02,1.01,0.4,0.0,0.06,0.09,0.0,3.59,4.33,0.3194444444444444,0
16.0,95.94,4.929739561085921,5.75,0.15,0.01,-3.3836249999999986,0.27,0.11,0.11,0.0,0.0,0.01,0.63,1.46,1.66,0.18,0.595,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.39,0.0,0.1,0.36,0.0,3.4,4.16,0.355625,0
16.96,98.91,4.814785181091101,5.96,0.04,0.0,-3.4165198113207538,0.07,0.05,0.05,0.0,0.0,0.01,0.66,1.5,1.89,0.13,0.535,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,1.05,0.48,0.0,0.06,0.15,0.0,3.7,4.52,0.3425707547169811,0
